日期,功率,2米比湿(g/kq),2米气温(℃),地表气温(℃),到达地表的短波辐射(w/m2),2米相对湿度(%),相对湿度500(%),地面气压(hPa)
2019/2/13 16:00,-8.2139,1,-7.7,-4.1,347.9,41.3,29.3,879.1
2019/2/13 16:15,-7.1964,1,-7.5,-4.1,347.9,41.8,32.5,878.9
2019/2/13 16:30,-6.0457,1.1,-7.5,-4.7,251.1,43.1,36,878.8
2019/2/13 16:45,-4.7315,1.1,-7.5,-4.8,251.1,43.9,40,878.7
2019/2/14 7:45,-0.2501,1.7,-10,-8,1.4,83.6,74.7,873.2
2019/2/14 8:00,-0.2501,1.7,-9.9,-7.8,24.9,83.3,74.7,873
2019/2/14 8:15,-0.2501,1.7,-10.4,-8.4,20.4,84.6,79.7,872.5
2019/2/14 8:30,-0.2501,1.7,-10.3,-8.2,43.1,83.9,79.6,872.2
2019/2/14 8:45,-0.2501,1.7,-10.1,-8.1,43.1,83.4,78.5,872.1
2019/2/14 9:00,-0.2501,1.7,-10,-7.8,88.3,83.1,77.8,871.9
2019/2/14 9:15,-0.2501,1.7,-9.9,-7.7,88.3,83,77.2,871.7
2019/2/14 9:30,-0.2501,1.7,-9.6,-7.3,121.8,82.6,76.3,871.5
2019/2/14 9:45,-0.2501,1.8,-9.5,-7.2,121.8,82.3,75.8,871.3
2019/2/14 10:00,-0.2501,1.8,-9.2,-6.8,170,81.5,75.5,871.2
2019/2/14 10:15,-0.2501,1.8,-9.1,-6.6,170,81,74.8,871.2
2019/2/14 10:30,-0.1812,1.8,-8.8,-6.2,224.7,80.2,74.1,871.1
2019/2/14 10:45,-0.2582,1.8,-8.6,-6,224.7,80.1,73.3,871
2019/2/14 11:00,-0.2775,1.9,-8.3,-5.5,285.6,79.8,73.5,870.7
2019/2/14 11:15,-0.3973,1.9,-8,-5.3,285.6,79.9,74.6,870.4
2019/2/14 11:30,-0.6452,2,-7.7,-4.8,334.1,79.4,75,870.2
2019/2/14 11:45,-0.7755,2,-7.4,-4.6,334.1,79.1,75.6,870
2019/2/14 12:00,-0.6807,2,-7.2,-4.6,283.3,79.1,74.9,869.8
2019/2/14 12:15,-0.3551,2,-7,-4.5,283.3,78.9,74.9,869.6
2019/2/14 12:30,-2.4538,2.1,-6.8,-4.4,266.5,78.7,75.2,869.5
2019/2/14 12:45,-3.3899,2.1,-6.6,-4.3,266.5,78.5,76,869.4
2019/2/14 13:00,-2.8689,2.1,-6.5,-4.2,256.1,78.7,76.6,869.3
2019/2/14 13:15,-4.8506,2.2,-6.4,-4.1,256.1,80.1,73.6,869.1
2019/2/14 13:30,-5.7978,2.3,-6.1,-3.9,273.2,82.9,70.8,868.9
2019/2/14 13:45,-6.0265,2.5,-5.7,-3.7,273.2,86.1,61.3,868.8
2019/2/14 14:00,-4.9491,2.7,-4.7,-2.7,372.6,86.1,37.3,868.6
2019/2/14 14:15,-5.1577,2.7,-3.7,-2,372.6,81.7,20.5,868.5
2019/2/14 14:30,-5.0815,2.7,-2.7,-1.2,408.6,73.9,18.6,868.3
2019/2/14 14:45,-5.2451,2.5,-2.2,-0.8,408.6,67.9,19.7,868.2
2019/2/14 15:00,-3.9375,2.5,-2.5,-0.9,368.1,68.2,22.5,868.4
2019/2/14 15:15,-5.2739,2.5,-3.3,-1.3,368.1,72.6,25.8,868.7
2019/2/14 15:30,-5.9185,2.4,-4.3,-2.3,217.2,75.2,29.3,868.9
2019/2/14 15:45,-5.6336,2.2,-4.7,-2.6,217.2,70.9,33.5,869.2
2019/2/14 16:00,-5.2021,2,-4.8,-3.1,166.6,63.9,37.8,869.3
2019/2/14 16:15,-4.6708,1.8,-4.9,-3.2,166.6,57.9,41.1,869.4
2019/2/14 16:30,-3.9153,1.6,-5.2,-3.6,149.4,55.2,42.6,869.5
2019/2/14 16:45,-3.0251,1.6,-5.7,-4,149.4,54.5,42.8,869.7
2019/2/15 7:45,-0.3825,1,-16.1,-13.3,7.2,77.8,38.4,875.7
2019/2/15 8:00,-1.1284,1,-15.7,-12.7,94.5,75.8,38.3,875.7
2019/2/15 8:15,-1.941,0.8,-17.7,-14.3,96.9,77.9,37.7,875.9
2019/2/15 8:30,-2.6136,0.8,-17.5,-13.9,201.3,76.3,37.8,876.1
2019/2/15 8:45,-3.731,0.8,-17.4,-13.8,201.3,75.5,38.4,876.2
2019/2/15 9:00,-4.7115,0.8,-17.2,-13.4,304.2,74.2,39,876.2
2019/2/15 9:15,-5.8896,0.8,-17.2,-13.3,304.2,73.8,39.4,876
2019/2/15 9:30,-6.677,0.8,-17,-13,400.4,72.8,40.3,876.1
2019/2/15 9:45,-7.4577,0.8,-16.9,-12.8,400.4,72.2,41.4,876.2
2019/2/15 10:00,-8.3753,0.8,-16.6,-12.5,486.7,71.1,42.5,876.3
2019/2/15 10:15,-9.2766,0.9,-16.4,-12.3,486.7,70.3,43.6,876.4
2019/2/15 10:30,-9.97,0.9,-16.1,-11.9,561,69.2,44.3,876.4
2019/2/15 10:45,-10.5894,0.9,-15.9,-11.8,561,68.4,45,876.4
2019/2/15 11:00,-11.0999,0.9,-15.7,-11.4,621.7,67.3,45.8,876.5
2019/2/15 11:15,-11.6246,0.9,-15.4,-11.2,621.7,66.5,46.7,876.6
2019/2/15 11:30,-12.2647,0.9,-15.2,-10.9,667.5,65.6,47.5,876.6
2019/2/15 11:45,-12.6421,0.9,-15,-10.8,667.5,65,48.1,876.6
2019/2/15 12:00,-13.3059,0.9,-14.7,-10.5,697.5,64.3,48.9,876.7
2019/2/15 12:15,-13.8698,0.9,-14.5,-10.4,697.5,63.8,50,876.8
2019/2/15 12:30,-14.2864,0.9,-14.3,-10.2,711,63.3,51,876.8
2019/2/15 12:45,-14.5247,0.9,-14.2,-10,711,62.9,52.1,876.9
2019/2/15 13:00,-14.5898,0.9,-14,-9.9,707.9,62.6,53.5,877
2019/2/15 13:15,-14.4869,0.9,-13.8,-9.8,707.9,62.2,54.7,877
2019/2/15 13:30,-14.407,0.9,-13.7,-9.7,688,62,55.8,877.1
2019/2/15 13:45,-14.2035,0.9,-13.5,-9.6,688,61.6,56.5,877.2
2019/2/15 14:00,-14.054,0.9,-13.5,-9.6,652,61.4,56.9,877.3
2019/2/15 14:15,-13.6056,1,-13.3,-9.5,652,61,57,877.4
2019/2/15 14:30,-13.1579,1,-13.3,-9.5,600.6,60.8,56.9,877.5
2019/2/15 14:45,-12.3076,1,-13.2,-9.5,600.6,60.5,56.6,877.6
2019/2/15 15:00,-11.7645,1,-13.2,-9.6,534.8,60.4,55.7,877.7
2019/2/15 15:15,-10.8861,1,-13.1,-9.6,534.8,60.2,54,877.7
2019/2/15 15:30,-10.2112,1,-13.2,-9.8,456,60.4,51.6,877.8
2019/2/15 15:45,-9.4298,1,-13.2,-9.8,456,60.3,48.3,877.9
2019/2/15 16:00,-8.706,1,-13.2,-10,366.1,60.7,44.5,878.1
2019/2/15 16:15,-6.1656,1,-13.2,-10,366.1,60.8,40.9,878.2
2019/2/15 16:30,-3.7577,1,-13.4,-10.3,267.5,61.6,38.1,878.2
2019/2/15 16:45,-4.7345,1,-13.4,-10.4,267.5,61.9,36.1,878.3
2019/2/16 7:45,-1.0175,0.9,-18.3,-15.4,10.7,89.2,21.4,881.9
2019/2/16 8:00,-2.2037,0.9,-18,-15,103,87.7,21.6,882
2019/2/16 8:15,-3.2878,0.8,-19.8,-16.5,103.5,85.7,16.9,881.4
2019/2/16 8:30,-4.528,0.8,-19.3,-15.9,209.4,82.7,17.3,881.4
2019/2/16 8:45,-5.6114,0.8,-19.1,-15.6,209.4,80.9,17.8,881.4
2019/2/16 9:00,-6.8427,0.8,-18.6,-15,313.5,78.1,18.3,881.5
2019/2/16 9:15,-8.1096,0.8,-18.3,-14.6,313.5,76.4,18.7,881.5
2019/2/16 9:30,-9.2359,0.8,-17.9,-14,410.5,73.6,19.2,881.6
2019/2/16 9:45,-10.2334,0.8,-17.5,-13.7,410.5,71.8,19.6,881.5
2019/2/16 10:00,-10.9164,0.8,-17.1,-13.1,497.5,69.5,20.1,881.5
2019/2/16 10:15,-11.5684,0.8,-16.8,-12.8,497.5,67.8,20.5,881.5
2019/2/16 10:30,-12.3498,0.8,-16.4,-12.3,572.5,66,21,881.5
2019/2/16 10:45,-13.0254,0.8,-16,-11.9,572.5,64.6,21.5,881.5
2019/2/16 11:00,-13.8698,0.8,-15.6,-11.4,633.7,63,22,881.6
2019/2/16 11:15,-14.2435,0.8,-15.3,-11.1,633.7,61.7,22.5,881.6
2019/2/16 11:30,-14.7267,0.8,-14.9,-10.7,679.9,60.3,22.9,881.5
2019/2/16 11:45,-15.3609,0.8,-14.6,-10.4,679.9,59.2,23.3,881.4
2019/2/16 12:00,-15.5814,0.8,-14.2,-10,710.1,58.1,23.7,881.4
2019/2/16 12:15,-15.9314,0.8,-13.9,-9.8,710.1,57.1,24.1,881.3
2019/2/16 12:30,-15.9965,0.8,-13.6,-9.5,723.8,56,24.5,881.2
2019/2/16 12:45,-15.9891,0.8,-13.4,-9.3,723.8,55,24.8,881.2
2019/2/16 13:00,-15.9743,0.9,-13.1,-9.1,720.6,54,25.1,881.2
2019/2/16 13:15,-15.8167,0.9,-12.9,-8.9,720.6,53.3,25.3,881.1
2019/2/16 13:30,-15.6295,0.9,-12.7,-8.8,700.7,52.8,25.4,881
2019/2/16 13:45,-15.5214,0.9,-12.5,-8.6,700.7,52.3,25.6,880.9
2019/2/16 14:00,-15.1011,0.9,-12.4,-8.6,664.4,52.1,25.8,880.8
2019/2/16 14:15,-14.6142,0.9,-12.2,-8.5,664.4,51.7,26,880.8
2019/2/16 14:30,-14.2731,0.9,-12.1,-8.5,612.6,51.6,26.2,880.9
2019/2/16 14:45,-13.5797,0.9,-12,-8.4,612.6,51.3,26.3,880.9
2019/2/16 15:00,-13.0077,0.9,-11.9,-8.5,546.1,51.5,26.4,880.9
2019/2/16 15:15,-12.1737,0.9,-11.8,-8.5,546.1,51.4,26.4,881
2019/2/16 15:30,-11.2154,0.9,-11.8,-8.7,466.4,51.9,26.3,881
2019/2/16 15:45,-10.3015,0.9,-11.7,-8.7,466.4,52.1,26.2,881
2019/2/16 16:00,-9.4024,0.9,-11.8,-9,375.5,52.9,26.1,881
2019/2/16 16:15,-8.268,0.9,-11.8,-9,375.5,53.3,26,881
2019/2/16 16:30,-6.9981,1,-11.9,-9.3,275.7,55,25.8,881
2019/2/16 16:45,-5.6491,1,-12,-9.4,275.7,55.7,25.6,881
2019/2/17 7:45,-1.3305,0.9,-18,-15.9,13.9,86.3,26.7,880.7
2019/2/17 8:00,-2.5552,0.9,-17.7,-15.5,107.8,86.4,26.2,880.7
2019/2/17 8:15,-3.862,0.9,-19,-16.2,108.4,89.3,39.1,879.3
2019/2/17 8:30,-5.4227,0.9,-18.5,-15.6,214.9,88.9,42.1,879.4
2019/2/17 8:45,-6.6592,0.9,-18.2,-15.2,214.9,88.6,44.8,879.4
2019/2/17 9:00,-7.952,0.9,-17.6,-14.5,319.2,85.7,47.1,879.4
2019/2/17 9:15,-9.2344,0.9,-17.3,-14.1,319.2,84.1,49,879.2
2019/2/17 9:30,-10.317,0.9,-16.8,-13.4,416.4,79.2,50.7,879
2019/2/17 9:45,-11.3619,0.9,-16.5,-13,416.4,77.6,52.4,878.9
2019/2/17 10:00,-12.2847,0.9,-16.1,-12.3,503.5,75.7,54.2,878.9
2019/2/17 10:15,-13.1934,1,-15.6,-11.9,503.5,74.3,56.3,878.8
2019/2/17 10:30,-13.8291,1,-15.2,-11.2,578.5,72.3,58.3,878.7
2019/2/17 10:45,-14.3485,1,-14.7,-10.8,578.5,69.8,59.8,878.5
2019/2/17 11:00,-14.9302,0.9,-14.1,-10.2,639.6,64.1,61.2,878.6
2019/2/17 11:15,-15.2869,0.9,-13.8,-9.8,639.6,61.6,62.4,878.5
2019/2/17 11:30,-15.6613,0.9,-13.3,-9.3,685.4,60,62.9,878.5
2019/2/17 11:45,-16.0402,1,-12.8,-8.9,685.4,59,62.4,878.5
2019/2/17 12:00,-16.2267,1,-12.4,-8.4,715.1,57.9,60.6,878.5
2019/2/17 12:15,-16.2171,1,-12,-8.1,715.1,56.8,58.6,878.4
2019/2/17 12:30,-16.2452,1,-11.6,-7.7,728.2,55.2,57,878.3
2019/2/17 12:45,-16.2555,1,-11.2,-7.4,728.2,53.5,56.2,878.2
2019/2/17 13:00,-16.0698,1,-11,-7.2,724.5,52.2,56.1,878
2019/2/17 13:15,-16.0195,1,-10.8,-7,724.5,50.8,56.3,877.7
2019/2/17 13:30,-15.8507,1,-10.6,-6.8,704.1,49.6,56,877.6
2019/2/17 13:45,-15.4674,1,-10.3,-6.6,704.1,48.7,55.7,877.4
2019/2/17 14:00,-14.9983,1,-10.1,-6.5,667.4,48,55.3,877.3
2019/2/17 14:15,-14.5335,1,-9.9,-6.4,667.4,47.3,55,877.2
2019/2/17 14:30,-14.1369,1,-9.7,-6.4,615.2,46.9,55,877.1
2019/2/17 14:45,-13.559,1,-9.6,-6.2,615.2,46.5,55,877
2019/2/17 15:00,-12.7635,1,-9.5,-6.3,548.6,46.4,55.2,876.9
2019/2/17 15:15,-11.999,1,-9.3,-6.2,548.6,46.2,55.6,876.9
2019/2/17 15:30,-11.1073,1,-9.3,-6.4,468.8,46.1,56.3,876.9
2019/2/17 15:45,-8.8163,1,-9.2,-6.4,468.8,46,57,876.9
2019/2/17 16:00,-8.7675,1,-9.2,-6.7,377.9,47.4,57.3,876.7
2019/2/17 16:15,-7.6575,1.1,-9.2,-6.7,377.9,48.6,57.3,876.6
2019/2/17 16:30,-5.7742,1.2,-9.3,-7.2,278.3,56.3,57.2,876.5
2019/2/17 16:45,-3.788,1.2,-9.4,-7.3,278.3,57.6,57,876.5
2019/2/18 7:45,-0.4217,1.7,-10.7,-9,9.8,85.7,77,873.9
2019/2/18 8:00,-0.7666,1.6,-10.3,-8.6,63.5,81.3,76.2,873.8
2019/2/18 8:15,-1.3083,1.4,-11.9,-9.6,51.7,77.5,79.8,871.9
2019/2/18 8:30,-2.8941,1.4,-11.7,-9.3,99.8,75.7,79.8,871.9
2019/2/18 8:45,-4.5317,1.4,-11.6,-9.1,99.8,75.3,79.6,871.9
2019/2/18 9:00,-4.7611,1.4,-11.3,-8.7,144.5,74.4,79.5,872
2019/2/18 9:15,-5.1363,1.4,-11.1,-8.5,144.5,73.8,79.3,871.9
2019/2/18 9:30,-5.6314,1.4,-10.8,-8.1,203,72.4,79,871.7
2019/2/18 9:45,-7.4022,1.4,-10.6,-7.9,203,71.2,79,871.5
2019/2/18 10:00,-9.3262,1.4,-10.3,-7.4,276.6,69.8,78.9,871.4
2019/2/18 10:15,-10.1157,1.4,-10.1,-7.2,276.6,68.8,78.7,871.4
2019/2/18 10:30,-8.5018,1.4,-9.8,-6.8,321.6,67.6,78.4,871.4
2019/2/18 10:45,-8.1466,1.4,-9.6,-6.6,321.6,66.6,78.4,871.3
2019/2/18 11:00,-8.8037,1.4,-9.3,-6.3,355.8,65.8,78.5,871.1
2019/2/18 11:15,-10.1587,1.4,-9.1,-6,355.8,65.6,79,871
2019/2/18 11:30,-8.9029,1.5,-8.9,-5.6,424.8,65.5,79.1,870.9
2019/2/18 11:45,-9.9389,1.5,-8.6,-5.4,424.8,65.2,79,870.9
2019/2/18 12:00,-9.4845,1.5,-8.4,-5.2,419.2,64.9,79,870.9
2019/2/18 12:15,-9.3639,1.5,-8.2,-5,419.2,65.4,79.2,870.8
2019/2/18 12:30,-7.542,1.6,-8.2,-4.9,392,69.8,79.2,870.8
2019/2/18 12:45,-7.5102,1.8,-8.3,-4.9,392,76.9,79,870.7
2019/2/18 13:00,-7.3881,1.9,-8.3,-4.8,392.9,82.3,79,870.6
2019/2/18 13:15,-7.2038,2,-8.2,-4.8,392.9,84.7,79.2,870.4
2019/2/18 13:30,-6.8834,2,-8,-4.6,414.6,85,79.3,870.4
2019/2/18 13:45,-6.6703,2.1,-7.8,-4.5,414.6,84.5,79.2,870.2
2019/2/18 14:00,-6.1405,2.1,-7.6,-4.5,371.9,84.2,79.1,870.1
2019/2/18 14:15,-5.6721,2.1,-7.5,-4.4,371.9,84.4,79.1,870
2019/2/18 14:30,-5.0445,2.2,-7.4,-4.5,314.6,85.6,79,869.8
2019/2/18 14:45,-4.6094,2.2,-7.3,-4.5,314.6,86.3,78.9,869.7
2019/2/18 15:00,-3.6415,2.2,-7.2,-4.6,262.8,86.6,78.7,869.7
2019/2/18 15:15,-2.7342,2.2,-7.1,-4.5,262.8,86.6,78.6,869.7
2019/2/18 15:30,-2.4456,2.2,-7.1,-4.7,198.6,87.3,78.4,869.6
2019/2/18 15:45,-1.8381,2.3,-7.1,-4.8,198.6,88,78,869.5
2019/2/18 16:00,-2.106,2.3,-7.1,-4.9,143.2,88.9,77.7,869.4
2019/2/18 16:15,-1.0951,2.3,-7.1,-5,143.2,89.5,77.5,869.3
2019/2/18 16:30,-0.7385,2.3,-7.1,-5.2,100.4,90.1,77.3,869.2
2019/2/18 16:45,-0.549,2.3,-7.1,-5.2,100.4,90.5,77.2,869.1
2019/2/19 7:45,-0.0458,1.7,-10.1,-8.3,14.7,85.1,7.4,870.4
2019/2/19 8:00,-0.0558,1.7,-10.2,-8.2,103.4,84.5,7.7,870.5
2019/2/19 8:15,-0.058,1.4,-12.2,-10,116.1,81,10.8,869.7
2019/2/19 8:30,-0.1058,1.4,-12.1,-9.7,223.7,78.1,10.7,869.7
2019/2/19 8:45,-0.233,1.3,-12.1,-9.7,223.7,76.3,10.3,869.8
2019/2/19 9:00,-0.367,1.3,-12,-9.3,329.2,73.4,9.9,870
2019/2/19 9:15,-0.5024,1.3,-11.9,-9.2,329.2,71.9,9.4,870
2019/2/19 9:30,-0.6208,1.3,-11.7,-8.8,427.2,70,8.9,870.1
2019/2/19 9:45,-0.7436,1.2,-11.6,-8.6,427.2,68.9,8.5,870.1
2019/2/19 10:00,-0.8813,1.2,-11.3,-8.2,514.9,67.4,8.2,870.1
2019/2/19 10:15,-1.0019,1.2,-11.1,-8,514.9,66.5,8,870.2
2019/2/19 10:30,-1.1247,1.3,-10.9,-7.6,590.1,65.3,8.1,870.3
2019/2/19 10:45,-1.2513,1.3,-10.7,-7.4,590.1,64.6,8.3,870.3
2019/2/19 11:00,-1.3171,1.3,-10.4,-7,651.5,63.6,8.8,870.4
2019/2/19 11:15,-1.4008,1.3,-10.2,-6.8,651.5,63,9.6,870.4
2019/2/19 11:30,-1.5354,1.3,-9.9,-6.5,697.9,62.2,10.4,870.4
2019/2/19 11:45,-1.639,1.3,-9.7,-6.3,697.9,61.5,11.4,870.4
2019/2/19 12:00,-1.7715,1.3,-9.5,-6.1,728.5,60.7,12.4,870.3
2019/2/19 12:15,-1.9247,1.3,-9.3,-6,728.5,59.6,13.3,870.3
2019/2/19 12:30,-2.0845,1.3,-9.1,-5.8,742.6,58.3,14.2,870.3
2019/2/19 12:45,-2.3576,1.3,-9,-5.7,742.6,56.7,14.9,870.3
2019/2/19 13:00,-2.6832,1.2,-8.8,-5.6,739.9,55,15.3,870.4
2019/2/19 13:15,-2.9082,1.2,-8.6,-5.5,739.9,53.2,15.3,870.5
2019/2/19 13:30,-3.4965,1.2,-8.5,-5.4,720.5,51.5,14.9,870.5
2019/2/19 13:45,-4.1018,1.2,-8.4,-5.3,720.5,49.8,14.3,870.6
2019/2/19 14:00,-4.9565,1.1,-8.2,-5.4,684.9,48.4,13.7,870.7
2019/2/19 14:15,-5.9266,1.1,-8.1,-5.3,684.9,47.1,13.4,870.9
2019/2/19 14:30,-6.4994,1.1,-8.1,-5.4,633.7,46.3,13.7,871
2019/2/19 14:45,-6.6637,1.1,-8,-5.4,633.7,45.5,14.9,871.1
2019/2/19 15:00,-6.7251,1.1,-8,-5.6,567.5,45.5,16.9,871.2
2019/2/19 15:15,-6.6962,1.1,-8,-5.6,567.5,45.4,19.3,871.3
2019/2/19 15:30,-6.4372,1.1,-8.1,-5.9,487.6,46,21.6,871.4
2019/2/19 15:45,-5.9066,1.1,-8.1,-5.9,487.6,46.5,23.3,871.5
2019/2/19 16:00,-5.3968,1.1,-8.2,-6.2,395.8,47.9,23.6,871.7
2019/2/19 16:15,-4.8366,1.1,-8.3,-6.3,395.8,48.8,22.8,871.8
2019/2/19 16:30,-3.9375,1.2,-8.4,-6.7,294.6,50.5,21.9,871.9
2019/2/19 16:45,-3.1953,1.2,-8.5,-6.8,294.6,51.8,21.5,871.9
2019/2/20 7:45,-0.2279,1,-16.4,-14.9,24.5,79.2,16.4,877.8
2019/2/20 8:00,-0.8265,1,-16.1,-14.4,123.1,79.1,15.8,877.9
2019/2/20 8:15,-1.9047,1.1,-16.2,-14.4,120.3,87.2,14.6,877
2019/2/20 8:30,-2.994,1.1,-15.7,-13.7,226.9,86.6,13.9,877.2
2019/2/20 8:45,-3.8768,1.1,-15.4,-13.4,226.9,86,13.5,877.4
2019/2/20 9:00,-4.4666,1.2,-14.8,-12.6,331.1,85.2,13.2,877.4
2019/2/20 9:15,-5.2954,1.2,-14.4,-12.2,331.1,84.5,12.9,877.5
2019/2/20 9:30,-6.0494,1.2,-13.8,-11.4,428.1,80.4,12.6,877.5
2019/2/20 9:45,-6.7554,1.2,-13.4,-10.9,428.1,76.9,12.4,877.5
2019/2/20 10:00,-7.2357,1.1,-13,-10.2,515.2,70.1,12.2,877.6
2019/2/20 10:15,-7.8166,1.1,-12.6,-9.8,515.2,68.9,12.1,877.7
2019/2/20 10:30,-8.5632,1.2,-12.2,-9.1,590.1,67.2,12,877.7
2019/2/20 10:45,-9.1086,1.2,-11.7,-8.7,590.1,65.5,11.8,877.7
2019/2/20 11:00,-9.7347,1.2,-11.2,-8.1,651.4,63.9,11.7,877.8
2019/2/20 11:15,-10.4724,1.2,-10.7,-7.7,651.4,62.3,11.5,877.9
2019/2/20 11:30,-11.0185,1.2,-10.2,-7.2,697.7,60.8,11.4,877.8
2019/2/20 11:45,-11.3708,1.2,-9.8,-6.8,697.7,59.5,11.4,877.8
2019/2/20 12:00,-11.8533,1.2,-9.3,-6.3,728.1,58.1,11.5,877.8
2019/2/20 12:15,-12.2048,1.3,-8.9,-6,728.1,56.9,11.6,877.8
2019/2/20 12:30,-12.631,1.3,-8.5,-5.6,742,55.6,11.7,877.8
2019/2/20 12:45,-13.1978,1.3,-8.1,-5.3,742,54.4,11.8,877.8
2019/2/20 13:00,-13.4613,1.3,-7.9,-5,739,52.9,12,877.9
2019/2/20 13:15,-13.6048,1.3,-7.6,-4.8,739,51.5,12.1,877.9
2019/2/20 13:30,-13.7255,1.3,-7.3,-4.6,719.3,50.3,12.1,877.9
2019/2/20 13:45,-13.7869,1.3,-7,-4.4,719.3,49.4,12.1,878
2019/2/20 14:00,-13.7284,1.3,-6.8,-4.3,683.3,48.7,12.1,878
2019/2/20 14:15,-13.4975,1.3,-6.5,-4.1,683.3,48,12.1,878.2
2019/2/20 14:30,-13.2208,1.3,-6.3,-4,631.7,47.6,12.1,878.3
2019/2/20 14:45,-12.8774,1.3,-6.1,-3.9,631.7,47.1,12.1,878.3
2019/2/20 15:00,-12.258,1.3,-6,-4,565.5,47.2,12.2,878.4
2019/2/20 15:15,-11.5388,1.3,-5.8,-3.9,565.5,47.2,12.3,878.5
2019/2/20 15:30,-10.6841,1.4,-5.8,-4.1,486.1,48.4,12.4,878.5
2019/2/20 15:45,-9.7406,1.4,-5.7,-4.1,486.1,49.3,12.5,878.6
2019/2/20 16:00,-8.7564,1.6,-5.7,-4.4,395.3,58.1,12.6,878.6
2019/2/20 16:15,-7.7233,1.6,-5.7,-4.5,395.3,58.5,12.6,878.6
2019/2/20 16:30,-6.5423,1.7,-5.9,-5,295.4,61.5,12.6,878.5
2019/2/20 16:45,-5.16,1.7,-6,-5.1,295.4,62.9,12.7,878.6
2019/2/21 7:45,-0.9412,1.3,-14.5,-13.7,27.6,90.2,5.6,880.4
2019/2/21 8:00,-2.2821,1.3,-14.1,-13.2,126.5,89.6,4.8,880.4
2019/2/21 8:15,-3.6052,1.3,-14.6,-13.5,128.6,89.3,6.8,879.1
2019/2/21 8:30,-5.174,1.3,-14.1,-12.8,237.1,88.2,6,879.1
2019/2/21 8:45,-6.2877,1.3,-13.8,-12.5,237.1,87.5,5.1,879.2
2019/2/21 9:00,-7.7522,1.4,-13.2,-11.8,342,86.5,4.2,879.1
2019/2/21 9:15,-8.9687,1.4,-12.9,-11.4,342,85.7,3.5,879
2019/2/21 9:30,-9.9056,1.4,-12.3,-10.6,439.5,84.7,3,878.9
2019/2/21 9:45,-11.2405,1.5,-11.9,-10.1,439.5,84,2.7,878.8
2019/2/21 10:00,-11.8666,1.4,-11.3,-9.4,526.5,76.6,2.7,878.7
2019/2/21 10:15,-12.8989,1.4,-11,-8.9,526.5,72.6,2.7,878.8
2019/2/21 10:30,-13.7824,1.3,-10.6,-8.2,600.9,68.3,2.8,878.7
2019/2/21 10:45,-14.2679,1.3,-10.1,-7.8,600.9,66.1,3,878.6
2019/2/21 11:00,-14.7185,1.3,-9.7,-7.2,661.7,63.9,3.2,878.5
2019/2/21 11:15,-15.1034,1.3,-9.3,-6.8,661.7,62.6,3.3,878.4
2019/2/21 11:30,-15.4563,1.4,-8.8,-6.3,707.8,60.8,3.4,878.4
2019/2/21 11:45,-15.773,1.4,-8.4,-5.9,707.8,59.2,3.6,878.3
2019/2/21 12:00,-16.0098,1.4,-8,-5.4,737.7,57.8,3.8,878.2
2019/2/21 12:15,-16.3636,1.4,-7.6,-5.1,737.7,56.5,4.2,878.2
2019/2/21 12:30,-16.2459,1.4,-7.3,-4.7,750.7,55,4.6,878.1
2019/2/21 12:45,-15.7153,1.4,-6.9,-4.5,750.7,53.8,5.2,878.1
2019/2/21 13:00,-16.6825,1.4,-6.5,-4.2,746.8,52.9,6,878.1
2019/2/21 13:15,-14.6253,1.4,-6.2,-3.9,746.8,52,6.9,878
2019/2/21 13:30,-13.6492,1.4,-5.9,-3.7,726.5,51,8.1,878
2019/2/21 13:45,-13.3954,1.4,-5.7,-3.5,726.5,50,9.6,877.9
2019/2/21 14:00,-13.9645,1.4,-5.5,-3.4,690,49.4,11.3,877.9
2019/2/21 14:15,-11.2857,1.4,-5.2,-3.2,690,48.9,12.9,877.9
2019/2/21 14:30,-12.2973,1.5,-5,-3.2,637.6,48.9,14.4,877.9
2019/2/21 14:45,-11.1295,1.5,-4.8,-3.1,637.6,48.7,15.8,877.8
2019/2/21 15:00,-10.8979,1.5,-4.6,-3.1,570.5,49.2,17,877.8
2019/2/21 15:15,-9.3543,1.5,-4.5,-3,570.5,49.5,18,877.8
2019/2/21 15:30,-9.614,1.6,-4.4,-3.2,490.6,52.5,18.8,877.7
2019/2/21 15:45,-5.6469,1.7,-4.3,-3.2,490.6,53.1,19.5,877.6
2019/2/21 16:00,-4.9254,1.9,-4.4,-3.5,398.9,60.9,20.1,877.6
2019/2/21 16:15,-6.8531,1.9,-4.5,-3.6,398.9,61.4,20.5,877.4
2019/2/21 16:30,-4.656,1.9,-4.7,-4.1,298.6,64.2,20.7,877.3
2019/2/21 16:45,-5.2939,2,-4.8,-4.3,298.6,65.7,21,877.2
2019/2/22 7:45,-0.5586,1.5,-12.6,-11.7,30,90.5,22.7,877.9
2019/2/22 8:00,-1.0493,1.5,-12.3,-11.3,127.2,90.3,23.1,878.1
2019/2/22 8:15,-1.6302,1.9,-10,-8.9,88.4,94.4,36.2,877.2
2019/2/22 8:30,-2.4242,2,-9.6,-8.3,185.3,93.5,37.4,877.4
2019/2/22 8:45,-3.2374,2,-9.3,-8,185.3,93,38.3,877.3
2019/2/22 9:00,-4.2246,2.1,-8.8,-7.3,289.6,92.1,39.3,877.3
2019/2/22 9:15,-5.234,2.1,-8.5,-6.9,289.6,91.5,40.2,877.3
