日期,功率,2米比湿(g/kq),2米气温(℃),地表气温(℃),到达地表的短波辐射(w/m2),2米相对湿度(%),相对湿度500(%),地面气压(hPa)
2018/11/23 10:15,-10.6241,1.9,-5.3,-4.7,335.4,65.9,54.9,869.2
2018/11/23 10:30,-11.0666,2,-4.8,-3.8,403.7,63.9,58.2,869.3
2018/11/23 10:45,-6.1871,2,-4.3,-3.4,403.7,62.5,60.7,869.3
2018/11/23 11:00,-6.0879,2,-3.8,-2.5,460.1,60.5,62.5,869.3
2018/11/23 11:15,-4.5835,2,-3.4,-2.1,460.1,58.9,63.3,869.3
2018/11/23 11:30,-4.5273,2,-2.9,-1.3,497.7,57,63.8,869.3
2018/11/23 11:45,-11.3175,2,-2.4,-0.8,497.7,55.2,64.7,869.4
2018/11/23 12:00,-7.9564,2,-1.9,-0.2,524,53.4,65.2,869.4
2018/11/23 12:15,-13.3333,2,-1.5,0.2,524,51.9,65.1,869.4
2018/11/23 12:30,-13.3806,2,-1.1,0.7,523.7,50.6,64.5,869.4
2018/11/23 12:45,-13.1409,2,-0.7,1,523.7,49.5,64.6,869.5
2018/11/23 13:00,-13.3984,2,-0.4,1.2,515.9,48.7,66.2,869.5
2018/11/23 13:15,-10.1646,2,-0.1,1.3,515.9,48.1,68.9,869.5
2018/11/23 13:30,-12.7502,2.1,0,1.3,458.7,48.1,70,869.5
2018/11/23 13:45,-11.5077,2.1,0.1,1.4,458.7,48.1,69.9,869.6
2018/11/23 14:00,-11.3767,2.1,0.2,1.3,423.5,48.3,66.2,869.8
2018/11/23 14:15,-10.8528,2.1,0.2,1.3,423.5,48.4,59.3,869.9
2018/11/23 14:30,-8.8955,2.1,0.1,1,431.6,48.7,57.2,870.1
2018/11/23 14:45,-9.3491,2.1,0.1,1,431.6,48.8,59.4,870.2
2018/11/23 15:00,-8.4189,2.1,-0.1,0.5,377.1,49.4,56.3,870.3
2018/11/23 15:15,-7.3126,2.1,-0.2,0.4,377.1,49.7,49,870.5
2018/11/23 15:30,-6.2145,2.1,-0.4,-0.1,304.6,50.5,43.4,870.6
2018/11/23 15:45,-4.8987,2.1,-0.5,-0.3,304.6,50.8,40,870.8
2018/11/23 16:00,-3.7014,2.1,-0.8,-0.9,222.7,51.8,36.9,870.9
2018/11/23 16:15,-2.4272,2.1,-0.9,-1.1,222.7,52.2,32.2,871.1
2018/11/23 16:30,-1.141,2.1,-1.2,-1.8,134.8,53.9,27.1,871.3
2018/11/23 16:45,-0.239,2.1,-1.4,-2,134.8,54.7,23.3,871.5
2018/11/24 7:45,-0.996,1.6,-9.5,-10.8,0,74.6,37.5,875.2
2018/11/24 8:00,-2.2118,1.6,-9.5,-10.7,3.1,74.3,35.3,875.2
2018/11/24 8:15,-3.6459,1.6,-9.6,-11,3.1,76.1,13.6,874.5
2018/11/24 8:30,-4.821,1.6,-9,-10.2,78.5,72.4,13.6,874.4
2018/11/24 8:45,-5.988,1.6,-8.7,-9.9,78.5,71.4,13.8,874.4
2018/11/24 9:00,-7.1106,1.6,-8,-8.8,167.3,67,14.3,874.5
2018/11/24 9:15,-8.0808,1.6,-7.6,-8.3,167.3,65.4,15.3,874.5
2018/11/24 9:30,-8.9295,1.6,-7,-7.2,253.3,62.9,16.7,874.6
2018/11/24 9:45,-9.7139,1.6,-6.6,-6.7,253.3,62,18.3,874.7
2018/11/24 10:00,-10.434,1.6,-5.9,-5.6,331.6,59.2,19.9,874.8
2018/11/24 10:15,-11.0777,1.7,-5.4,-5.1,331.6,57.7,21.5,874.8
2018/11/24 10:30,-11.6823,1.7,-4.7,-4.1,399.3,55.9,23.5,874.7
2018/11/24 10:45,-12.3913,1.8,-4,-3.5,399.3,54.7,26,874.7
2018/11/24 11:00,-12.8759,1.8,-3.2,-2.6,454.9,53.2,28.7,874.6
2018/11/24 11:15,-13.1749,1.9,-2.5,-2,454.9,52.6,31.3,874.4
2018/11/24 11:30,-13.3199,2,-1.8,-1.3,496.6,51.8,33.5,874.2
2018/11/24 11:45,-13.4694,2,-1.3,-0.8,496.6,51.3,35.3,874.1
2018/11/24 12:00,-13.5109,2.1,-0.7,-0.1,523.7,50.5,36.6,874.1
2018/11/24 12:15,-13.1571,2.1,-0.3,0.3,523.7,49.9,37.6,874.1
2018/11/24 12:30,-8.8555,2.1,0.2,0.8,535.6,49.3,38.3,874.2
2018/11/24 12:45,-8.8807,2.2,0.6,1.2,535.6,48.8,38.7,874.2
2018/11/24 13:00,-8.544,2.2,0.9,1.6,532.1,48.3,38.8,874.2
2018/11/24 13:15,-8.4507,2.2,1.2,1.9,532.1,47.9,38.6,874.2
2018/11/24 13:30,-6.1493,2.3,1.5,2.1,513.4,47.6,38.3,874.2
2018/11/24 13:45,-6.0006,2.3,1.8,2.4,513.4,47.4,37.8,874.2
2018/11/24 14:00,-3.6659,2.3,1.9,2.4,479.8,47.4,37.1,874.3
2018/11/24 14:15,-1.8958,2.4,2.1,2.6,479.8,47.4,36.1,874.3
2018/11/24 14:30,-3.6215,2.4,2.2,2.5,432.2,47.7,34.8,874.4
2018/11/24 14:45,-4.4,2.4,2.3,2.6,432.2,47.9,33.1,874.4
2018/11/24 15:00,-5.5092,2.5,2.3,2.3,371.6,48.6,31,874.3
2018/11/24 15:15,-4.7137,2.5,2.3,2.3,371.6,48.9,28.8,874.3
2018/11/24 15:30,-4.1306,2.5,2.2,1.9,299.7,50,26.8,874.2
2018/11/24 15:45,-3.4691,2.6,2.2,1.8,299.7,50.5,25.2,874.2
2018/11/24 16:00,-2.6447,2.6,2,1.2,218.4,52.3,24,874.2
2018/11/24 16:15,-1.8855,2.6,1.9,1.1,218.4,53.1,23.2,874.2
2018/11/24 16:30,-0.9198,2.6,1.5,0.3,131.1,54.7,22.8,874.1
2018/11/24 16:45,-0.1176,2.6,1.3,0.1,131.1,55.6,22.5,874.1
2018/11/25 7:45,-0.4521,2,-9.2,-10.5,0,90.1,12.9,875.5
2018/11/25 8:00,-1.6598,2,-9.2,-10.5,1.5,90.3,13.5,875.5
2018/11/25 8:15,-3.0672,1.8,-9.4,-10.8,1.5,85.4,11,874
2018/11/25 8:30,-4.3615,1.9,-8.8,-10.1,76,84,11,873.8
2018/11/25 8:45,-5.5847,1.9,-8.6,-9.7,76,83.3,11.1,873.8
2018/11/25 9:00,-6.6755,2,-7.7,-8.6,164.5,80.6,11.1,873.8
2018/11/25 9:15,-7.693,2,-7.3,-8,164.5,77.2,11.1,873.9
2018/11/25 9:30,-8.6357,1.9,-6.7,-6.8,250.8,71,11.2,873.9
2018/11/25 9:45,-9.6229,1.9,-6.2,-6.2,250.8,69.5,11.2,873.9
2018/11/25 10:00,-10.2896,1.9,-5.5,-5.1,329.4,66.5,11.2,874.1
2018/11/25 10:15,-10.9808,1.9,-5,-4.5,329.4,64.9,11.3,874.1
2018/11/25 10:30,-11.6105,2,-4.4,-3.5,397.7,63,11.4,874.1
2018/11/25 10:45,-11.9295,2,-3.8,-2.9,397.7,61.6,11.5,874.1
2018/11/25 11:00,-12.2425,2,-3.1,-1.9,453.7,59.6,11.6,874
2018/11/25 11:15,-12.4815,2.1,-2.5,-1.3,453.7,58,11.8,874
2018/11/25 11:30,-12.6428,2.1,-1.9,-0.5,496.2,56.5,12.1,873.9
2018/11/25 11:45,-12.7834,2.2,-1.3,0.1,496.2,55.4,12.5,873.8
2018/11/25 12:00,-12.8545,2.2,-0.7,0.8,524.1,54.1,12.9,873.7
2018/11/25 12:15,-12.8893,2.3,-0.2,1.3,524.1,53,13.3,873.6
2018/11/25 12:30,-12.8922,2.3,0.4,1.9,536.7,51.9,13.6,873.6
2018/11/25 12:45,-12.8056,2.3,1,2.4,536.7,50.9,13.9,873.4
2018/11/25 13:00,-12.6813,2.4,1.5,2.9,533.8,49.8,14.1,873.3
2018/11/25 13:15,-12.3913,2.4,2,3.3,533.8,49,14.2,873.2
2018/11/25 13:30,-12.3335,2.5,2.5,3.6,515.4,48.5,14.1,873
2018/11/25 13:45,-11.7156,2.5,2.9,3.9,515.4,48.2,14,872.9
2018/11/25 14:00,-11.188,2.6,3.3,4.1,481.7,48.2,13.8,872.8
2018/11/25 14:15,-10.4162,2.7,3.7,4.3,481.7,48.3,13.5,872.6
2018/11/25 14:30,-9.5644,2.8,4,4.2,433.5,49.1,13.1,872.4
2018/11/25 14:45,-8.9695,2.9,4.2,4.3,433.5,49.7,12.8,872.3
2018/11/25 15:00,-8.225,3,4.3,4.1,372.2,51.1,12.4,872.2
2018/11/25 15:15,-7.2068,3.1,4.3,4,372.2,52.1,11.9,872.1
2018/11/25 15:30,-6.2922,3.1,4.1,3.5,299.5,53.9,11.5,872
2018/11/25 15:45,-5.1629,3.2,4.1,3.4,299.5,54.6,11.2,872
2018/11/25 16:00,-3.8206,3.2,3.7,2.8,217.7,57.1,11.1,872
2018/11/25 16:15,-2.5685,3.3,3.5,2.6,217.7,59.3,11.1,872
2018/11/25 16:30,-1.2594,3.3,3.1,1.8,129.9,59.8,11,872
2018/11/25 16:45,-0.2742,3.2,2.9,1.5,129.9,60.7,11,871.9
2018/11/26 7:45,-0.3245,2.8,-4.3,-5.7,0,88.4,56.3,871.7
2018/11/26 8:00,-0.4744,2.8,-4.3,-5.6,0.1,88.5,67,871.9
2018/11/26 8:15,-0.6745,2.4,-4.2,-5.6,0.2,76.2,65,872.1
2018/11/26 8:30,-1.0145,2.4,-3.9,-5.1,72.3,74.2,68.8,872.4
2018/11/26 8:45,-1.6864,2.4,-3.9,-5,72.3,73.6,74.7,872.6
2018/11/26 9:00,-2.2629,2.4,-3.3,-4.2,158.4,70.8,77.9,872.8
2018/11/26 9:15,-3.3884,2.4,-3.1,-3.9,158.4,69.9,75.1,873
2018/11/26 9:30,-2.214,2.5,-2.7,-3,243.2,69.2,66.4,873.2
2018/11/26 9:45,-2.3576,2.5,-2.5,-2.7,243.2,69.3,50.9,873.3
2018/11/26 10:00,-4.0278,2.6,-2,-1.9,322.7,68.3,33.6,873.3
2018/11/26 10:15,-4.2527,2.6,-1.7,-1.6,322.7,67.6,21,873.3
2018/11/26 10:30,-5.4907,2.6,-1.4,-1,391.8,66.4,15.7,873.4
2018/11/26 10:45,-3.2027,2.6,-1.2,-0.7,391.8,66.1,14.7,873.5
2018/11/26 11:00,-4.7352,2.7,-0.9,-0.2,447.3,65.5,15.4,873.7
2018/11/26 11:15,-5.7068,2.7,-0.7,0.1,447.3,65,16.7,873.8
2018/11/26 11:30,-6.7561,2.7,-0.4,0.6,488.9,63.9,17.7,873.8
2018/11/26 11:45,-6.9944,2.7,-0.2,0.8,488.9,62.7,18.5,873.9
2018/11/26 12:00,-7.8269,2.7,0,1.2,516.3,61.2,19.1,873.9
2018/11/26 12:15,-7.2024,2.6,0.2,1.4,516.3,59.9,19.4,874
2018/11/26 12:30,-6.9767,2.6,0.4,1.6,528.5,58.7,19.4,874.1
2018/11/26 12:45,-6.6237,2.6,0.5,1.8,528.5,57.7,19.5,874.1
2018/11/26 13:00,-6.4143,2.6,0.6,1.9,525.3,57,19.6,874
2018/11/26 13:15,-6.5016,2.6,0.7,2,525.3,56.4,19.6,874
2018/11/26 13:30,-5.0482,2.6,0.8,2,507,55.9,19.5,874
2018/11/26 13:45,-4.6124,2.6,0.9,2,507,55.4,19.3,874
2018/11/26 14:00,-4.4525,2.6,0.9,1.9,474.1,55,19.1,874
2018/11/26 14:15,-4.1898,2.5,1,1.9,474.1,54.6,18.8,874
2018/11/26 14:30,-3.3669,2.5,0.8,1.6,426.9,54.6,18.3,874
2018/11/26 14:45,-3.213,2.5,0.8,1.5,426.9,54.3,17.7,873.9
2018/11/26 15:00,-2.8016,2.5,0.6,1.1,366.6,54.3,17.2,873.9
2018/11/26 15:15,-2.6018,2.4,0.6,1,366.6,53.8,16.9,873.9
2018/11/26 15:30,-1.9091,2.4,0.3,0.5,294.9,53.8,17,873.9
2018/11/26 15:45,-1.4503,2.4,0.2,0.4,294.9,53.4,17.3,873.9
2018/11/26 16:00,-1.0071,2.3,-0.1,-0.2,213.8,53.9,17.9,874
2018/11/26 16:15,-0.5431,2.3,-0.3,-0.4,213.8,53.9,18.6,874
2018/11/26 16:30,-0.1317,2.3,-0.7,-1.2,126.7,55.4,19.1,874
2018/11/26 16:45,-0.1214,2.3,-0.9,-1.4,126.7,56.3,19.5,874.1
2018/11/27 7:45,-0.2182,1.5,-10.1,-11,0,75.5,34,876
2018/11/27 8:00,-1.1684,1.6,-10.4,-11.2,0,78.8,34.9,876.1
2018/11/27 8:15,-2.0623,1.5,-10.5,-11.4,0,77.8,35.8,876.1
2018/11/27 8:30,-3.2826,1.6,-10,-10.7,72.9,76.3,36.7,876.1
2018/11/27 8:45,-5.0305,1.6,-9.8,-10.4,72.9,76,37.7,876.1
2018/11/27 9:00,-6.2137,1.4,-9,-9.4,161.7,65.3,38.9,876.1
2018/11/27 9:15,-6.967,1.4,-8.7,-8.9,161.7,62.8,40.1,876.2
2018/11/27 9:30,-8.0208,1.4,-8.1,-7.9,248,58.6,41.4,876.2
2018/11/27 9:45,-9.1878,1.4,-7.7,-7.4,248,56.7,42.7,876.2
2018/11/27 10:00,-10.1394,1.4,-7.1,-6.4,326.6,54,43.6,876.1
2018/11/27 10:15,-10.6382,1.4,-6.7,-5.9,326.6,52.4,44.3,876.1
2018/11/27 10:30,-11.2109,1.4,-6.1,-5.1,394.7,50.9,44.9,876.1
2018/11/27 10:45,-11.7031,1.4,-5.7,-4.7,394.7,50.1,45.4,876
2018/11/27 11:00,-12.1685,1.4,-5.2,-4,450.3,49.2,46.3,876
2018/11/27 11:15,-12.4675,1.5,-4.8,-3.7,450.3,48.5,47.6,875.8
2018/11/27 11:30,-12.9144,1.5,-4.4,-3.1,492.3,47.2,49.2,875.6
2018/11/27 11:45,-12.8427,1.5,-4.1,-2.8,492.3,46.7,50.6,875.4
2018/11/27 12:00,-13.0299,1.5,-3.8,-2.4,519.5,46.2,51.6,875.2
2018/11/27 12:15,-13.2363,1.5,-3.5,-2.1,519.5,45.9,52.1,875
2018/11/27 12:30,-12.9055,1.5,-3.3,-1.8,531.5,45.6,52.4,874.9
2018/11/27 12:45,-13.132,1.6,-3,-1.5,531.5,45.4,52.7,874.9
2018/11/27 13:00,-12.6702,1.6,-2.8,-1.3,527.9,45.4,53.2,874.8
2018/11/27 13:15,-12.1271,1.6,-2.6,-1.1,527.9,45.4,53.6,874.7
2018/11/27 13:30,-11.9717,1.6,-2.4,-1,509,45.6,53.9,874.7
2018/11/27 13:45,-11.6409,1.7,-2.2,-0.8,509,45.7,53.9,874.6
2018/11/27 14:00,-10.909,1.7,-2.1,-0.8,475.2,46.1,53.8,874.5
2018/11/27 14:15,-10.3881,1.7,-2,-0.6,475.2,46.2,53.5,874.5
2018/11/27 14:30,-9.5023,1.8,-1.9,-0.7,427.2,46.9,53.2,874.4
2018/11/27 14:45,-8.7105,1.8,-1.7,-0.6,427.2,46.9,52.9,874.3
2018/11/27 15:00,-7.9268,1.8,-1.7,-0.9,366.1,47.2,52.5,874.3
2018/11/27 15:15,-6.8168,1.8,-1.6,-0.8,366.1,47.2,51.9,874.2
2018/11/27 15:30,-5.7431,1.8,-1.7,-1.2,293.6,47.7,51.2,874
2018/11/27 15:45,-4.5103,1.8,-1.6,-1.2,293.6,47.9,50.1,873.9
2018/11/27 16:00,-3.3366,1.9,-1.8,-1.8,211.9,49,48.9,873.8
2018/11/27 16:15,-2.0475,1.9,-1.8,-1.9,211.9,49.6,47.7,873.7
2018/11/27 16:30,-0.8953,2,-2.1,-2.5,124.5,52.5,46.5,873.6
2018/11/27 16:45,-0.1531,2,-2.2,-2.7,124.5,54.2,45.5,873.6
2018/11/28 7:45,-0.2182,1.9,-9.2,-10.7,0,89,44,871.8
2018/11/28 8:00,-0.5668,1.9,-9.3,-10.7,0,88.9,40.5,872
2018/11/28 8:15,-1.5332,1.9,-9.3,-10.7,0,88.6,37,872.1
2018/11/28 8:30,-2.6277,2,-8.7,-10,68.5,87.3,33.5,872.3
2018/11/28 8:45,-3.8161,2,-8.4,-9.7,68.5,86.3,30.3,872.4
2018/11/28 9:00,-4.9646,2,-7.3,-8.5,155.5,81.3,27.5,872.5
2018/11/28 9:15,-6.247,2.1,-6.9,-7.8,155.5,79,25.4,872.6
2018/11/28 9:30,-7.2852,2.1,-6.1,-6.6,241,74.3,23.8,872.8
2018/11/28 9:45,-8.1629,2.1,-5.9,-6.1,241,73.6,22.7,872.9
2018/11/28 10:00,-9.0701,2.1,-5.5,-5.2,319.4,71.9,21.9,873
2018/11/28 10:15,-8.7867,2.1,-5.2,-4.8,319.4,71.3,21.5,873.1
2018/11/28 10:30,-10.4746,2.1,-4.7,-4,388,69.7,21.2,873.1
2018/11/28 10:45,-10.858,2.2,-4.3,-3.5,388,68.2,21.2,873.1
2018/11/28 11:00,-11.4433,2.2,-3.7,-2.7,444.4,66.3,21.2,873.1
2018/11/28 11:15,-12.1833,2.2,-3.3,-2.3,444.4,64.5,21.3,873.2
2018/11/28 11:30,-11.9746,2.2,-2.8,-1.6,487.1,62.3,21.5,873.1
2018/11/28 11:45,-12.4393,2.2,-2.4,-1.2,487.1,60.3,21.8,873.1
2018/11/28 12:00,-12.7864,2.2,-2,-0.7,514.9,58,22.1,873.1
2018/11/28 12:15,-13.1046,2.1,-1.7,-0.4,514.9,55.9,22.5,873.1
2018/11/28 12:30,-12.7642,2.1,-1.5,-0.1,527.5,53.9,23,873.2
2018/11/28 12:45,-12.7168,2.1,-1.3,0.1,527.5,52.4,23.6,873.3
2018/11/28 13:00,-12.3387,2,-1.1,0.2,524.9,51.3,24.2,873.4
2018/11/28 13:15,-12.2765,2,-1,0.4,524.9,50.3,24.9,873.5
2018/11/28 13:30,-11.8237,2,-0.9,0.4,506.9,49.8,25.7,873.6
2018/11/28 13:45,-11.6128,2,-0.8,0.4,506.9,49.3,26.6,873.7
2018/11/28 14:00,-10.8868,2,-0.8,0.3,473.6,49.3,27.6,873.8
2018/11/28 14:15,-10.8446,2,-0.7,0.3,473.6,49.2,28.8,873.9
2018/11/28 14:30,-7.5709,2,-0.8,0.1,425.9,49.5,30.2,874
2018/11/28 14:45,-7.7566,2,-0.8,0.1,425.9,49.3,31.7,874
2018/11/28 15:00,-7.118,2,-0.9,-0.3,365.1,49.5,33.3,874.1
2018/11/28 15:15,-3.2397,2,-0.9,-0.3,365.1,49.2,34.9,874.2
2018/11/28 15:30,-2.92,2,-1.1,-0.8,292.8,49.6,36.6,874.3
2018/11/28 15:45,-2.7513,2,-1.1,-0.9,292.8,49.6,38.4,874.4
2018/11/28 16:00,-2.806,2,-1.4,-1.5,211.1,50.7,40.1,874.6
2018/11/28 16:15,-1.9698,2,-1.6,-1.7,211.1,51.3,41.9,874.8
2018/11/28 16:30,-0.8813,2,-2,-2.4,123.3,54.1,43.7,875
2018/11/28 16:45,-0.2678,2,-2.2,-2.6,123.3,55.1,45.4,875.2
2018/11/29 7:45,-0.2634,1.8,-9.4,-9.8,0,85.5,62.5,879.6
2018/11/29 8:00,-1.5221,1.8,-9.5,-10,0,85.6,58.9,879.6
2018/11/29 8:15,-2.8682,1.8,-9.6,-10.1,0,85.4,55,879.6
2018/11/29 8:30,-4.1047,1.8,-9.2,-9.6,63,83.8,50.7,879.5
2018/11/29 8:45,-5.3087,1.8,-9.1,-9.5,63,81.3,45.9,879.5
2018/11/29 9:00,-6.4069,1.7,-8.6,-8.6,150.6,75.8,40.8,879.5
2018/11/29 9:15,-7.4429,1.7,-8.3,-8.2,150.6,74.6,35,879.4
2018/11/29 9:30,-8.3819,1.7,-7.7,-7.2,237.6,71.4,29,879.4
2018/11/29 9:45,-9.2144,1.7,-7.2,-6.8,237.6,69.4,23.9,879.4
2018/11/29 10:00,-9.93,1.8,-6.6,-5.7,315.4,67.3,20,879.3
2018/11/29 10:15,-10.6708,1.8,-6.1,-5.2,315.4,65.9,17.2,879.2
2018/11/29 10:30,-11.2435,1.8,-5.5,-4.2,383,63.7,14.9,879.1
2018/11/29 10:45,-11.7511,1.9,-4.9,-3.7,383,62.1,12.9,879
2018/11/29 11:00,-12.1974,1.9,-4.3,-2.8,438.6,60.4,11.4,878.9
2018/11/29 11:15,-12.5111,1.9,-3.8,-2.3,438.6,58.9,10.5,878.8
2018/11/29 11:30,-12.7657,1.9,-3.1,-1.5,480.7,57.1,10.1,878.6
2018/11/29 11:45,-12.8093,2,-2.6,-1,480.7,55.6,10.1,878.4
2018/11/29 12:00,-12.8271,2,-2.1,-0.4,508.4,54.2,10.2,878.2
2018/11/29 12:15,-12.833,2,-1.5,0.1,508.4,53,10.5,878.1
2018/11/29 12:30,-12.7575,2.1,-1,0.6,520.9,51.9,10.8,878
2018/11/29 12:45,-12.6451,2.1,-0.5,1,520.9,51,11.2,877.9
2018/11/29 13:00,-12.4112,2.2,0,1.3,517.9,50.3,11.6,877.8
2018/11/29 13:15,-12.0664,2.2,0.5,1.7,517.9,49.4,12,877.7
2018/11/29 13:30,-11.9206,2.2,0.9,1.9,499.5,48.8,12.5,877.6
2018/11/29 13:45,-11.5107,2.3,1.2,2.1,499.5,48.2,12.9,877.5
2018/11/29 14:00,-10.9793,2.3,1.4,2.1,466.3,48.1,13.3,877.4
2018/11/29 14:15,-10.2837,2.3,1.6,2.3,466.3,47.9,13.8,877.4
2018/11/29 14:30,-9.5622,2.3,1.7,2.2,419,48.3,14.2,877.4
2018/11/29 14:45,-8.8178,2.4,1.8,2.2,419,48.4,14.6,877.4
2018/11/29 15:00,-7.858,2.4,1.8,1.9,358.6,49,15.1,877.3
2018/11/29 15:15,-6.7828,2.4,1.8,1.9,358.6,49.2,15.6,877.3
2018/11/29 15:30,-5.7505,2.4,1.7,1.5,286.9,50.1,16.2,877.2
2018/11/29 15:45,-4.5902,2.4,1.7,1.4,286.9,50.5,16.9,877.1
2018/11/29 16:00,-3.2656,2.5,1.4,0.8,205.9,52.3,17.7,877.2
2018/11/29 16:15,-1.9905,2.5,1.3,0.7,205.9,53.3,18.5,877.2
2018/11/29 16:30,-0.8916,2.5,0.9,0,119.3,54.8,19.4,877.2
2018/11/29 16:45,-0.0769,2.5,0.7,-0.3,119.3,56.1,20.2,877.3
2018/11/30 7:45,-0.1213,1.9,-9.2,-10.6,0,86.8,39.4,876.1
2018/11/30 8:00,-1.1262,1.9,-9.3,-10.7,0,86.9,38.8,876.1
2018/11/30 8:15,-2.3717,1.9,-9.4,-10.8,0,87,38.4,876.2
2018/11/30 8:30,-3.5904,1.9,-9,-10.3,64.5,86.5,38.1,876.2
2018/11/30 8:45,-4.6841,1.9,-8.8,-10,64.5,86.3,38,876.3
2018/11/30 9:00,-5.7557,2,-7.9,-8.9,150.9,82.6,38,876.3
2018/11/30 9:15,-6.7458,2,-7.5,-8.4,150.9,78.7,38.1,876.4
2018/11/30 9:30,-7.7722,1.9,-6.8,-7.3,235.8,72.6,38.4,876.5
2018/11/30 9:45,-8.5884,1.9,-6.3,-6.7,235.8,70.4,38.7,876.6
2018/11/30 10:00,-9.6029,1.9,-5.6,-5.6,313.2,66.9,39.3,876.6
2018/11/30 10:15,-10.1505,1.9,-5,-5,313.2,64.9,40,876.7
2018/11/30 10:30,-10.9468,2,-4.3,-3.9,380.2,62.5,40.7,876.8
2018/11/30 10:45,-11.3752,2,-3.8,-3.4,380.2,61.2,41.4,876.8
2018/11/30 11:00,-11.76,2,-3.2,-2.5,435.2,59.7,42,876.7
2018/11/30 11:15,-12.2728,2.1,-2.6,-2,435.2,58.5,42.5,876.6
2018/11/30 11:30,-12.6606,2.1,-2,-1.2,476.8,56.9,43.2,876.4
2018/11/30 11:45,-12.8737,2.1,-1.5,-0.7,476.8,55.7,44.1,876.3
2018/11/30 12:00,-12.927,2.2,-1,-0.1,503.8,54.2,45.1,876.3
2018/11/30 12:15,-12.9322,2.2,-0.5,0.3,503.8,52.8,46.2,876.3
2018/11/30 12:30,-12.8974,2.2,-0.1,0.8,515.9,51.6,47.3,876.2
2018/11/30 12:45,-12.7553,2.2,0.3,1.1,515.9,50.5,48.5,876.2
2018/11/30 13:00,-12.5193,2.2,0.6,1.4,512.8,49.6,49.7,876.2
2018/11/30 13:15,-12.2077,2.2,0.9,1.7,512.8,48.8,51,876.2
2018/11/30 13:30,-11.84,2.2,1.2,1.8,494.4,48.2,52.2,876.3
2018/11/30 13:45,-11.4581,2.2,1.4,2.1,494.4,47.6,53.2,876.4
2018/11/30 14:00,-10.8728,2.3,1.5,2.1,461.1,47.2,53.5,876.5
2018/11/30 14:15,-10.3111,2.3,1.7,2.2,461.1,46.9,53.3,876.6
2018/11/30 14:30,-9.4727,2.3,1.7,2,413.9,47,52.8,876.6
2018/11/30 14:45,-8.5995,2.3,1.8,2.1,413.9,46.8,52.4,876.6
2018/11/30 15:00,-7.8195,2.3,1.7,1.8,353.8,47.3,52,876.6
2018/11/30 15:15,-6.8501,2.3,1.7,1.8,353.8,47.4,51.1,876.5
2018/11/30 15:30,-5.7956,2.3,1.6,1.3,282.5,48.3,49.9,876.6
2018/11/30 15:45,-4.6079,2.3,1.5,1.2,282.5,48.7,48.4,876.6
2018/11/30 16:00,-3.4343,2.4,1.3,0.6,202,50.5,47,876.6
2018/11/30 16:15,-2.1385,2.4,1.2,0.4,202,51.4,45.5,876.6
2018/11/30 16:30,-0.9642,2.5,0.7,-0.4,116.1,53.9,44,876.6
2018/11/30 16:45,-0.048,2.5,0.5,-0.7,116.1,55.3,42.5,876.7
2018/12/1 7:45,-0.1213,2,-8.9,-10.6,0,89.6,3.4,875.1
2018/12/1 8:00,-0.6393,2,-8.9,-10.6,0,89.6,4.3,875
2018/12/1 8:15,-1.6812,2,-8.5,-10.1,0,89.2,19.8,873.7
2018/12/1 8:30,-3.0177,2.1,-8,-9.5,61,88.8,20.7,873.6
2018/12/1 8:45,-4.1713,2.2,-7.8,-9.2,61,88.9,21.6,873.5
2018/12/1 9:00,-5.5522,2.3,-6.9,-8,145.6,87.3,22.5,873.4
2018/12/1 9:15,-6.3728,2.3,-6.4,-7.5,145.6,86.2,23.1,873.3
2018/12/1 9:30,-7.3526,2.4,-5.2,-6.1,229.4,79.9,23.4,873.3
2018/12/1 9:45,-8.228,2.4,-4.5,-5.4,229.4,77.2,23.5,873.1
2018/12/1 10:00,-8.9961,2.5,-3.6,-4.1,306.2,73.5,23.9,873.1
2018/12/1 10:15,-9.6214,2.5,-3,-3.4,306.2,72.4,24.3,873.1
2018/12/1 10:30,-10.1912,2.6,-2.2,-2.3,372.8,70.4,24.7,873
2018/12/1 10:45,-10.7277,2.7,-1.5,-1.6,372.8,69.5,25.2,873
2018/12/1 11:00,-11.0999,2.8,-0.8,-0.7,427.4,68.1,25.7,872.9
2018/12/1 11:15,-11.598,2.9,-0.3,-0.1,427.4,67.2,26.4,873
2018/12/1 11:30,-11.8969,2.9,0.3,0.6,468.5,66,27.1,872.8
2018/12/1 11:45,-12.17,3,0.8,1.1,468.5,65,27.8,872.7
2018/12/1 12:00,-12.4112,3.1,1.4,1.7,495.2,63.8,28.3,872.5
2018/12/1 12:15,-12.2928,3.1,1.8,2.2,495.2,62.8,28.8,872.3
2018/12/1 12:30,-11.9287,3.2,2.3,2.7,506.9,61.8,29.4,872.3
2018/12/1 12:45,-12.2603,3.2,2.7,3,506.9,60.8,30,872.3
2018/12/1 13:00,-11.9613,3.3,3.1,3.4,503.3,60,30.5,872.1
2018/12/1 13:15,-11.6313,3.3,3.4,3.7,503.3,59.4,30.9,872
2018/12/1 13:30,-11.2235,3.3,3.7,3.8,484.4,59,31.1,871.9
2018/12/1 13:45,-10.6108,3.4,3.9,4.1,484.4,58.5,31.3,871.8
2018/12/1 14:00,-10.1609,3.4,4.1,4.1,451,58.4,31.3,871.6
